,topics,subtopics,sentences
604,2021 Annual Report of Tax Incremental District Statistics,delivering report,I get what you're saying.
605,2021 Annual Report of Tax Incremental District Statistics,delivering report,Yeah.
606,2021 Annual Report of Tax Incremental District Statistics,delivering report,"No, I figured you would."
607,2021 Annual Report of Tax Incremental District Statistics,delivering report,You've been through this before.
608,2021 Annual Report of Tax Incremental District Statistics,delivering report,Charles Stewart.
609,2021 Annual Report of Tax Incremental District Statistics,delivering report,Okay.
610,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Good afternoon, Mr. Chairman."
611,2021 Annual Report of Tax Incremental District Statistics,delivering report,Laurie Letzko with the Department of City Development.
612,2021 Annual Report of Tax Incremental District Statistics,delivering report,"I'm here with my colleague, David Peat."
613,2021 Annual Report of Tax Incremental District Statistics,delivering report,We're here for our Annual Tax Incremental Financing District Report for the year 2021.
614,2021 Annual Report of Tax Incremental District Statistics,delivering report,And all expenditures and activity are through December 31st of 2021.
615,2021 Annual Report of Tax Incremental District Statistics,delivering report,"I'm going to turn it over to my colleague, David Peat, to give you an overview of our TID portfolio."
616,2021 Annual Report of Tax Incremental District Statistics,delivering report,David.
617,2021 Annual Report of Tax Incremental District Statistics,delivering report,Hi.
618,2021 Annual Report of Tax Incremental District Statistics,delivering report,"I'm Dave Peat, the Budget Manager for the Department of City Development."
619,2021 Annual Report of Tax Incremental District Statistics,delivering report,What we have is our Annual Report that's always due by July 1st of every year.
620,2021 Annual Report of Tax Incremental District Statistics,delivering report,It's an annual submission that we do.
621,2021 Annual Report of Tax Incremental District Statistics,delivering report,We actually have to do it for the Department of Revenue now.
622,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Every year we submit just the numbers, but we try to supply you with an actual narrative and give you updates on what's actually going on more than just what the numbers are saying."
623,2021 Annual Report of Tax Incremental District Statistics,delivering report,The 2021 TID audit was recently finished.
624,2021 Annual Report of Tax Incremental District Statistics,delivering report,So that should be probably presented by the Comptroller's Office soon.
625,2021 Annual Report of Tax Incremental District Statistics,delivering report,I don't know exactly when.
626,2021 Annual Report of Tax Incremental District Statistics,delivering report,But that one's done.
627,2021 Annual Report of Tax Incremental District Statistics,delivering report,Our numbers are unaudited in this report.
628,2021 Annual Report of Tax Incremental District Statistics,delivering report,It does not include any of the accruals or anything like that.
629,2021 Annual Report of Tax Incremental District Statistics,delivering report,That would be done after the end of the year.
630,2021 Annual Report of Tax Incremental District Statistics,delivering report,"At the end of 2021, we had 60 open or active tax incremental districts."
631,2021 Annual Report of Tax Incremental District Statistics,delivering report,It was consistent with the prior year.
632,2021 Annual Report of Tax Incremental District Statistics,delivering report,The incremental property value generated from all our TID portfolio right now is about $2.2 billion.
633,2021 Annual Report of Tax Incremental District Statistics,delivering report,It's approximately the same as it has been in the prior year.
634,2021 Annual Report of Tax Incremental District Statistics,delivering report,And the value represents about 6.33% of the entire city's value.
635,2021 Annual Report of Tax Incremental District Statistics,delivering report,We are limited to 12% of the entire city's value for TIDs.
636,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Our projections right now is the future project costs that we need to recover is almost $147 million, which includes the debt service, but it does not include the developer-financed TIDs."
637,2021 Annual Report of Tax Incremental District Statistics,delivering report,"So in 2021, we had several TIDs that were created as well as amended."
638,2021 Annual Report of Tax Incremental District Statistics,delivering report,So I'm just going to give you a brief overview.
639,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Many of you have seen these before this committee, and the council has approved them."
640,2021 Annual Report of Tax Incremental District Statistics,delivering report,"So our first TID that was created in 2021 was TID 107, Chapel Gardens."
641,2021 Annual Report of Tax Incremental District Statistics,delivering report,This project is an affordable housing redevelopment of a former convent and outbuilding that is owned by the Sisters of St. Francis on South Layton Boulevard at Greenfield Avenue.
642,2021 Annual Report of Tax Incremental District Statistics,delivering report,It comprises of 43 total units.
643,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Fifty-nine of the units are one- and two-bedroom units for the elderly, and then there were four three-bedroom units for families."
644,2021 Annual Report of Tax Incremental District Statistics,delivering report,"In total, it was a $16.2 million investment."
645,2021 Annual Report of Tax Incremental District Statistics,delivering report,"The city's TIF investment is $720,000, and again, it was followed by our affordable housing TIF policy."
646,2021 Annual Report of Tax Incremental District Statistics,delivering report,It is a developer-financed TIF for a term of 20 years with a 4.75% interest rate.
647,2021 Annual Report of Tax Incremental District Statistics,delivering report,"This development is being led by the Sisters of St. Francis and General Capital Development, and it is slated to be completed by the end of this year."
648,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Mr. Chair, I'm just curious."
649,2021 Annual Report of Tax Incremental District Statistics,delivering report,These are units just available to the public?
650,2021 Annual Report of Tax Incremental District Statistics,delivering report,Yes.
651,2021 Annual Report of Tax Incremental District Statistics,delivering report,Thank you.
652,2021 Annual Report of Tax Incremental District Statistics,delivering report,You're welcome.
653,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Another TID that was created in 2021 was TID 108, 5th and Michigan."
654,2021 Annual Report of Tax Incremental District Statistics,delivering report,"This project renovated a 350,000-square-foot office building and 850-stall parking structure."
655,2021 Annual Report of Tax Incremental District Statistics,delivering report,It was purchased by Milwaukee Tool and is the home of Milwaukee Tool.
656,2021 Annual Report of Tax Incremental District Statistics,delivering report,It is located at 5th and Michigan on the west side of Milwaukee's downtown.
657,2021 Annual Report of Tax Incremental District Statistics,delivering report,It is a $30-plus million investment.
658,2021 Annual Report of Tax Incremental District Statistics,delivering report,"The city provided a $12.1 million TIF for a commitment of 1,210 new jobs by 2026."
659,2021 Annual Report of Tax Incremental District Statistics,delivering report,"There was a human resource agreement for this development, and as reported at not the most recent but a couple, maybe two cycles ago, their HR requirements are being met and exceeded in this case, 40% RPP and 25% SBE."
660,2021 Annual Report of Tax Incremental District Statistics,delivering report,There is an option for an additional $7.9 million of TIF.
661,2021 Annual Report of Tax Incremental District Statistics,delivering report,If the company decides to expand the building and add another 790 jobs.
662,2021 Annual Report of Tax Incremental District Statistics,delivering report,"For this development, we are paying $10,000 for a new job in the region."
663,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Our first TID last year that was amended was Sigma Aldridge, TID 52."
664,2021 Annual Report of Tax Incremental District Statistics,delivering report,It was Amendment 1.
665,2021 Annual Report of Tax Incremental District Statistics,delivering report,"This TID was very close to its expiration date, so we decided to look at our portfolio."
666,2021 Annual Report of Tax Incremental District Statistics,delivering report,"There were three underperforming affordable housing TIDs, and we were able to do an allocation amendment, meaning that we donated to three underperforming TIDs."
667,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Either there was no increment coming in or very little, and the likelihood of it being paid off within the 27 years that TIDs have to pay off was very unlikely."
668,2021 Annual Report of Tax Incremental District Statistics,delivering report,"So we made the decision to amend this TID for a little bit more than $312,000, and we paid off TID 58 at 20th and Walnut for almost $55,000."
669,2021 Annual Report of Tax Incremental District Statistics,delivering report,"We also paid off TID 65 at 20th and Brown for a little bit more than $16,500, and then we also paid off TID 66 at Metcalf Park for a little bit more than $241,000."
670,2021 Annual Report of Tax Incremental District Statistics,delivering report,"TID 70, 735 North Water Street, we amended this TID for the second time."
671,2021 Annual Report of Tax Incremental District Statistics,delivering report,"There were some emergency repairs that needed to be done on city-owned segments of our Riverwalk at Mason Street and Wisconsin Avenue, so we amended this TID for $250,000, and our Department of Public Works conducted those repairs last year, and they are complete."
672,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Another TID that was amended was TID 85, 6th and National."
673,2021 Annual Report of Tax Incremental District Statistics,delivering report,"This was the first amendment to this TID, and it was led by President Perez, then Alderman."
674,2021 Annual Report of Tax Incremental District Statistics,delivering report,"The TID was amended for $1.275 million, and there were a few things we amended the project plan for."
675,2021 Annual Report of Tax Incremental District Statistics,delivering report,"$900,000 for street improvements to address reckless driving along 6th Street and Mineral Streets."
676,2021 Annual Report of Tax Incremental District Statistics,delivering report,"There was $250,000 in new project costs for planning and engineering for the Walkers Point Streetcar Extension, $50,000 for bike amenities, and $75,000 for administration of the TID."
677,2021 Annual Report of Tax Incremental District Statistics,delivering report,"And here's just a map kind of showing 6th Street from Virginia down to National, and you can see it's very faint, but you'll see bump-outs, pedestrian high visibility crosswalks for pedestrians for a better pedestrian experience and to try to slow down traffic, and then from National down to Mineral Street."
678,2021 Annual Report of Tax Incremental District Statistics,delivering report,"It's our understanding the Department of Public Works have completed the design and engineering, and they will be going out for a bid for these improvements."
679,2021 Annual Report of Tax Incremental District Statistics,delivering report,Mr. Chair?
680,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Hold on a minute, President."
681,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Yeah, for the record, I believe that it's going all the way from Virginia to Washington."
682,2021 Annual Report of Tax Incremental District Statistics,delivering report,Okay.
683,2021 Annual Report of Tax Incremental District Statistics,delivering report,"And I believe you, but the report says Mineral, so it goes a little further south?"
684,2021 Annual Report of Tax Incremental District Statistics,delivering report,Just a block.
685,2021 Annual Report of Tax Incremental District Statistics,delivering report,Just a block?
686,2021 Annual Report of Tax Incremental District Statistics,delivering report,Okay.
687,2021 Annual Report of Tax Incremental District Statistics,delivering report,As long as that works for you.
688,2021 Annual Report of Tax Incremental District Statistics,delivering report,It's further north than National.
689,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Right, no, it goes to Virginia."
690,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Right, right, right, yeah."
691,2021 Annual Report of Tax Incremental District Statistics,delivering report,"No, as long as the improvements are within that half mile."
692,2021 Annual Report of Tax Incremental District Statistics,delivering report,I just don't want anyone listening that it was different from what they were told.
693,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Okay, thank you."
694,2021 Annual Report of Tax Incremental District Statistics,delivering report,And then normally we conduct a housing resolution.
695,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Actually, our budget office does."
696,2021 Annual Report of Tax Incremental District Statistics,delivering report,"The department gives a list of TIDs that are ready to close, and the last year's increment will be used in the next year's budget, so in this case it would be this year's budget, to pay for some of our housing programs and our Strong Neighborhood Hoods Plan."
697,2021 Annual Report of Tax Incremental District Statistics,delivering report,"So normally this resolution would have been passed in November, but instead it was passed early January, but it did allow for almost $458,000 for the 2022 budget, so those dollars are now in this year's budget for many of our Strong Neighborhood Hoods Plan programs."
698,2021 Annual Report of Tax Incremental District Statistics,delivering report,Two TIDs were closed last year.
699,2021 Annual Report of Tax Incremental District Statistics,delivering report,"We dissolved TID 22, the Bear Line B, and TID 66, Metcalfe Park Homes."
700,2021 Annual Report of Tax Incremental District Statistics,delivering report,"And looking ahead for 2022 activity, many of these have already occurred, but I'll just quickly go through."
701,2021 Annual Report of Tax Incremental District Statistics,delivering report,"We closed three districts this year, TID 52, Sigma Aldridge, TID 58, 20th and Walnut, TID 65, 20th and Brown, and then paving and infrastructure."
702,2021 Annual Report of Tax Incremental District Statistics,delivering report,"When a TID has paid off all its project costs, we look at the TID and we provide a half-mile map to the Department of Public Works, and we amend the TID to provide public infrastructure improvements."
703,2021 Annual Report of Tax Incremental District Statistics,delivering report,So already a lot of this has occurred.
704,2021 Annual Report of Tax Incremental District Statistics,delivering report,"TID 41, Time Warner Riverwalk, the last Z&D meeting, $5.5 million in public infrastructure was approved, as well as $1 million in housing."
705,2021 Annual Report of Tax Incremental District Statistics,delivering report,"TID 42, Midtown, TID 49, Cathedral Place, TID 54, Stadium Business Park, those were approved earlier this year."
706,2021 Annual Report of Tax Incremental District Statistics,delivering report,"Again, infrastructure dollars to address reckless driving and improve roads in these district foundries."
707,2021 Annual Report of Tax Incremental District Statistics,delivering report,"And then TID 70, 735 Northwater, you approved that at your last meeting."
708,2021 Annual Report of Tax Incremental District Statistics,delivering report,"And that, too, was for Riverwalk."
709,2021 Annual Report of Tax Incremental District Statistics,delivering report,"And TID 76, 27th and Howard, and TID 77, Hillerman-Titan, those TID maps are at the Department of Public Works, but those TIDs will also be amended in the near future to pay for public infrastructure."
710,2021 Annual Report of Tax Incremental District Statistics,delivering report,"So just this year alone, over $14 million has been approved in public infrastructure dollars to address reckless driving throughout the city by using our TIDs."
711,2021 Annual Report of Tax Incremental District Statistics,delivering report,So that really concludes the report.
712,2021 Annual Report of Tax Incremental District Statistics,questions,We have online the narratives and more in-depth on the financials of each of the districts.
713,2021 Annual Report of Tax Incremental District Statistics,questions,And so David and I are here to answer any questions that the committee has.
714,2021 Annual Report of Tax Incremental District Statistics,questions,Thank you very much.
715,2021 Annual Report of Tax Incremental District Statistics,questions,You're welcome.
716,2021 Annual Report of Tax Incremental District Statistics,questions,"A quick question for you is just in this year alone, have we had any underperforming districts?"
717,2021 Annual Report of Tax Incremental District Statistics,questions,"And if we have, have the other districts made up for their losses?"
718,2021 Annual Report of Tax Incremental District Statistics,questions,And which ones are they?
719,2021 Annual Report of Tax Incremental District Statistics,questions,"I would say the only TID that is still not performing, but I believe we'll have an increment this year once we get the final numbers from the DOR in August, was Century City."
720,2021 Annual Report of Tax Incremental District Statistics,questions,"But if you remember, the council has approved nearly, I don't know how many amendments, maybe four."
721,2021 Annual Report of Tax Incremental District Statistics,questions,And we have like $2 million worth of the $25 million left on the book.
722,2021 Annual Report of Tax Incremental District Statistics,questions,"So we're hoping that enough increment will be produced to pay down that $2 million, or else we'll look again to another TID to pay down the last $2 million of debt for the Century City TID."
723,2021 Annual Report of Tax Incremental District Statistics,questions,"Other than that, our TID portfolio is very healthy, and we do not have any other."
724,2021 Annual Report of Tax Incremental District Statistics,questions,What about ICON?
725,2021 Annual Report of Tax Incremental District Statistics,questions,"Well, the ICON, the initial investment of $4 million, we're not quite there."
726,2021 Annual Report of Tax Incremental District Statistics,questions,"He still has a little bit of that left, but we're waiting for the developer to start with the development, and we will be meeting with him within the next couple weeks."
727,2021 Annual Report of Tax Incremental District Statistics,questions,We're going to take another tour of the site.
728,2021 Annual Report of Tax Incremental District Statistics,questions,He has not secured his financing to move the project forward.
729,2021 Annual Report of Tax Incremental District Statistics,questions,"So that was a loan, though."
730,2021 Annual Report of Tax Incremental District Statistics,questions,"The developer is supposed to be paying the loan back to the city, that $4 million."
731,2021 Annual Report of Tax Incremental District Statistics,questions,"We extended that through the council-approved extension, and I believe August 1st is that deadline."
732,2021 Annual Report of Tax Incremental District Statistics,questions,So we will have to make another decision.
733,2021 Annual Report of Tax Incremental District Statistics,questions,That's next week.
734,2021 Annual Report of Tax Incremental District Statistics,questions,"Yeah, that's next week, correct."
735,2021 Annual Report of Tax Incremental District Statistics,questions,Yeah.
736,2021 Annual Report of Tax Incremental District Statistics,questions,Yeah.
737,2021 Annual Report of Tax Incremental District Statistics,questions,"Payment due, I believe, September 1st."
738,2021 Annual Report of Tax Incremental District Statistics,questions,September 1st.
739,2021 Annual Report of Tax Incremental District Statistics,questions,Yeah.
740,2021 Annual Report of Tax Incremental District Statistics,questions,Okay.
741,2021 Annual Report of Tax Incremental District Statistics,questions,And what typically happens if it's not paid?
742,2021 Annual Report of Tax Incremental District Statistics,questions,"Well, there's a couple things that could happen."
743,2021 Annual Report of Tax Incremental District Statistics,questions,"If he doesn't pay, we could look at, you know, foreclosure."
744,2021 Annual Report of Tax Incremental District Statistics,questions,"I mean, there's different scenarios."
745,2021 Annual Report of Tax Incremental District Statistics,questions,We just haven't gotten there yet.
746,2021 Annual Report of Tax Incremental District Statistics,questions,"I mean, but we are aware."
747,2021 Annual Report of Tax Incremental District Statistics,questions,Go ahead.
748,2021 Annual Report of Tax Incremental District Statistics,questions,"No, I'm done."
749,2021 Annual Report of Tax Incremental District Statistics,questions,"Well, can you keep not only this committee but the council very much attuned to what that scenario is and that we want to receive information on that?"
750,2021 Annual Report of Tax Incremental District Statistics,questions,"Yes, we can."
751,2021 Annual Report of Tax Incremental District Statistics,questions,I'll have the project manager do that once we get to that point.
752,2021 Annual Report of Tax Incremental District Statistics,questions,All right.
753,2021 Annual Report of Tax Incremental District Statistics,questions,"So, Mr. Chair?"
754,2021 Annual Report of Tax Incremental District Statistics,questions,Yes.
755,2021 Annual Report of Tax Incremental District Statistics,questions,"So for anyone listening, is there a plan in neighborhoods per se to look at TIFs differently, to move the needle with development in neighborhoods that people should have on their radar or expect to see?"
756,2021 Annual Report of Tax Incremental District Statistics,questions,"I would say we look at our area plans, and in those plans there's catalytic projects."
757,2021 Annual Report of Tax Incremental District Statistics,questions,"And development is led by the private sector, as you well know."
758,2021 Annual Report of Tax Incremental District Statistics,questions,"So when we have somebody in the private sector approach the department, we look at the area plans as an indicator."
759,2021 Annual Report of Tax Incremental District Statistics,questions,"You know, is this something that the community wants to see move forward?"
760,2021 Annual Report of Tax Incremental District Statistics,questions,We don't just look at TIF.
761,2021 Annual Report of Tax Incremental District Statistics,questions,We look at all our programs to see what best fits and what meets the priorities of the administration and the council.
762,2021 Annual Report of Tax Incremental District Statistics,questions,"And historically it's been affordable housing, as you're well aware."
763,2021 Annual Report of Tax Incremental District Statistics,questions,It could be infrastructure.
764,2021 Annual Report of Tax Incremental District Statistics,questions,It could be historic preservation in some cases.
765,2021 Annual Report of Tax Incremental District Statistics,questions,Jobs are a big indicator.
766,2021 Annual Report of Tax Incremental District Statistics,questions,Or just the redevelopment of an important building within that commercial corridor.
767,2021 Annual Report of Tax Incremental District Statistics,questions,So we work with the local aldermen to help guide us with that decision.
768,2021 Annual Report of Tax Incremental District Statistics,questions,Okay.
769,2021 Annual Report of Tax Incremental District Statistics,questions,All right.
770,2021 Annual Report of Tax Incremental District Statistics,questions,"I think that's the conclusion of your report, correct?"
771,2021 Annual Report of Tax Incremental District Statistics,questions,"Yes, it was just questions."
772,2021 Annual Report of Tax Incremental District Statistics,questions,It's just a communication file.
773,2021 Annual Report of Tax Incremental District Statistics,questions,Right.
774,2021 Annual Report of Tax Incremental District Statistics,questions,"Any additional questions, comments?"
775,2021 Annual Report of Tax Incremental District Statistics,questions,"If not, at this time, Ombudsman Baumann moves to receive and place some filing."
776,2021 Annual Report of Tax Incremental District Statistics,questions,"Hearing no objections, so ordered."
777,2021 Annual Report of Tax Incremental District Statistics,questions,Thank you.
778,2021 Annual Report of Tax Incremental District Statistics,questions,Item 12 and 13 we're going to take together.
779,2021 Annual Report of Tax Incremental District Statistics,questions,One is 21-1513 and 22-0316.
780,2021 Annual Report of Tax Incremental District Statistics,questions,They're communications to the Southeastern Wisconsin Regional Planning Commission relating to the 2020 annual and 2021 annual report.
781,2021 Annual Report of Tax Incremental District Statistics,questions,"Good afternoon, Chair, members of the committee."
782,2021 Annual Report of Tax Incremental District Statistics,questions,Thanks for having me.
783,2021 Annual Report of Tax Incremental District Statistics,questions,You're welcome.
784,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,So I'm before you to just briefly discuss the 2020 and the 2021 annual report from the Southeastern Wisconsin Regional Planning Commission.
785,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"They were attached to the files, but I also have a very brief presentation just touching on highlights from the two years combined."
786,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And, of course, happy to take questions as the Chair determines is appropriate."
787,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,I think everyone here is familiar with the Regional Planning Commission.
788,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"So just very briefly, this is the region we serve."
789,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Seven counties, 147 cities, villages, and towns, about 2 million people, and 1.3 million jobs in Southeastern Wisconsin."
790,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"It is about a third of the state's population, wealth, and land."
791,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Sorry, population, jobs, and wealth, but only about 5% of the state's land."
792,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"At the Regional Planning Commission, our role is enabled by state statutes which provide advisory area-wide planning specifically for public infrastructure and development of the region."
793,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And in addition, we are the Metropolitan Planning Organization for Southeastern Wisconsin for the five urbanized areas."
794,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,That's a federal transportation role that is also largely advisory but does have a little bit more teeth to it than state statutes in that projects cannot move forward with federal funds unless they are in the Long-Range Transportation Plan and our Short-Range Transportation Improvement Program.
795,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"So sticking to the recent highlights, and council committees actually received updates on a number of these efforts as we were going along, but we did complete the Comprehensive Economic Development Strategy for the region."
796,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,That is an every-five-year effort that we do in partnership with M7.
797,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Specific to that effort, the purpose of it, in addition to doing exactly what it says, setting the Comprehensive Economic Development Strategy for the region, is to make parts of the region eligible for Economic Development Administration, part of the U.S. Department of Commerce, Economic Development Administration grants throughout any distressed area in the region."
798,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Those distressed areas do change every year, but they are essentially based on having higher unemployment rates or higher poverty rates."
799,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"So that effort does keep the region and many parts of the city of Milwaukee eligible for those EDA grants, which I know city staff are hard at work at pursuing."
800,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,Another thing that was completed during the past two years is an update to Vision 2050.
801,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,This is the Long-Range Land Use and Transportation Plan for the region.
802,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Alderman Baumann is on the Regional Transportation Plan Advisory Committee, so he's very familiar with this effort."
803,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Very high-level, this plan essentially encourages reinvesting in urban cores across the region, the largest, of course, being the city of Milwaukee, protecting areas with high environmental value, which the Commission has recommended for a number of years and actually this region has been particularly exceptional at accomplishing, building a variety of housing types and price points, and in particular trying to make sure that housing in some parts of the region is better aligned with the type of jobs that are in those locations across the region, mitigating congestion and investing in roadways to improve condition, and near and dear to my heart, expanding access to jobs, education, health care, and other needs via transit, biking, and walking."
804,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"There's a recommendation in the plan for a more than doubling in transit investment across the region, which obviously requires quite a bit of assistance from the state that thus far the region has been unable to obtain."
805,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Two big regional efforts we're working on right now, this one does apply to the city of Milwaukee, but perhaps less applicable in some ways, but I did want to touch on it anyways."
806,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"The Regional Chloride Impact Study, this is all about salt, so we're looking at the impact of and the sources of salt in the region's lakes, rivers, and streams, and in particular the reason we're looking at this, this was a request from Walworth County, the most rural county in the region."
807,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Obviously when you think about salt running off in the lakes, rivers, and streams, you think of road salt, but actually depending on where you are in the region, there may be many other things besides the road salt that is contributing to growing salinity in our lakes, rivers, and streams, and there is also not a process that removes salt once it is in, in particular, the lakes."
808,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Obviously it flows through the rivers and streams, but then it ends up in the lakes and it does stay in the lakes."
809,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"So the reason Walworth County was interested in this is Lake Geneva, the largest inland lake in the region, very deep lake, very large lake, but also has a very small watershed, and yet the salinity of Lake Geneva was increasing over time, and so they were trying to figure out with such a small watershed, why would salt runoff from the roads be causing such an increase in salt, and the answer in that area is actually water softeners."
810,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And so what we're doing with this effort is looking at the watersheds across the region, trying to identify the proportional contribution, and then also identifying best practices, new technologies, recommendations that can be made to balance salt use with public safety, and quality of life concerns."
811,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Obviously the most common thing to do with the roads the city is doing, which is the brining process, increases the effectiveness of salt for a road to make sure to melt snow and ice, but it also reduces the amount of salt, so you're using less salt and doing it more effectively than just spraying rock salt after the storm occurs."
812,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Another regional effort that is underway, and this actually was a request from the Deputy Commissioner of the Department of City Development, Vanessa Koster, as well as also a request from a commissioner from Walworth County, we are doing our very first regional food system plan."
813,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"We haven't been directly involved in this in the past, but essentially the drivers for this effort are to look at healthy food access across the region, obviously a challenge in the lowest income parts of the region, which is the most urban parts of the region, and also the most rural parts of the region."
814,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,And so we have a challenge in both of those locations around healthy food access.
815,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"We also have a statewide challenge regarding the financial sustainability of family farms, and so we're working with a number of partners who have been in this area much longer than we have to try to figure out if there's a way that we can increase the financial sustainability of farming operations, the environmental sustainability of it, and also increase access to healthy foods in many parts of the region."
816,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"I did want to note some things that are a little bit more specific to the city, or at least the immediate area here."
817,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,So one effort that we did that was a bit of a branch out for us as a planning agency is FlexRide Milwaukee.
818,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"We worked with the University of Wisconsin-Milwaukee, and they in fact took the lead at the School of Architecture and Urban Planning there."
819,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,The Department of Urban Planning took the lead on applying for a National Science Foundation grant.
820,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"They succeeded in getting a million-dollar National Science Foundation grant, which is being used through the end of October to experiment with different flexible transit-type services to connect people to suburban jobs."
821,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,So the green zones and the yellow zones on the map there are the zones within the city.
822,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"People can use a smartphone app or dial a number, a phone number, to request a ride and take it out to family-sustaining jobs in Menomonee Falls and Butler."
823,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"The project team, there's a number of entities involved in this project, but the project team was successful in obtaining a workforce investment grant from the State Department of Workforce Development and WEDC, and so that service will be extended into other parts of the region and also further out."
824,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,So it won't end in October anymore.
825,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,It will run at least through December 2024.
826,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,So we're excited to at least do a little bit to try to increase access to those suburban jobs that haven't been accessible to people who don't have a car or don't wish to drive in the past.
827,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Also, an effort for Milwaukee County, but heavily impacting the city and involving the city and its residents, we are working through a north-south transit enhancement study running the length of 27th Street."
828,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,We have briefed the other persons whose districts this project would run through.
829,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Essentially, what we're working with the county on is taking a look at how to enhance the existing Purple Line to, again, increase speeds, make the service more desirable, and make it more useful for both its existing users and its future users."
830,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"As members of this committee and Alderman Baumann in particular know, we did look at a variety of potential paths for this enhanced transit service, including using the 30th Street Industrial Corridor, the actual rail corridor there."
831,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"There were a number of reasons that that was determined to not move forward, but where we are now is very close to having a recommendation that runs from Bayshore and Glendale along Silver Spring to the west until it reaches Tetonia, heading south on Tetonia until 27th Street starts, and then all the way south on 27th Street down to the Northwestern Mutual Franklin campus and the IKEA and the future developments in that area."
832,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,So that's the route that the county appears close to selecting.
833,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Next steps in this process would be to enter preliminary engineering and design, do the NEPA review, and then work to obtain a Federal Transit Administration grant for up to 80% of the cost of the project."
834,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,Right now we're estimating that's about a $150 million project from a capital cost perspective.
835,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Just briefly touching on other efforts, we continue to work with MMSD on flood modeling and floodplain mapping."
836,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Specific within the city, the Menominee River watershed is about ready."
